pc,explained_variance_ratio,feature,loading,abs_loading
PC5,0.04117996427744645,speed_1s_stage4_col2_std_over_mean,0.07591652594613886,0.07591652594613886
PC5,0.04117996427744645,speed_1s_stage5_rows,0.1267728020953829,0.1267728020953829
PC5,0.04117996427744645,speed_1s_stage5_col1_mean,-0.029845118062248852,0.029845118062248852
PC5,0.04117996427744645,speed_1s_stage5_col1_std_over_mean,-0.01946818999439893,0.01946818999439893
PC5,0.04117996427744645,speed_1s_stage5_col2_mean,-0.08122183883724025,0.08122183883724025
PC5,0.04117996427744645,speed_1s_stage5_col2_std_over_mean,0.09228568608061626,0.09228568608061626
PC5,0.04117996427744645,speed_10s_avg_rows,0.08498141123351838,0.08498141123351838
PC5,0.04117996427744645,speed_10s_avg_stage2_rows,0.18928751180068534,0.18928751180068534
PC5,0.04117996427744645,speed_10s_avg_stage2_col1_mean,-0.23079611481269843,0.23079611481269843
PC5,0.04117996427744645,speed_10s_avg_stage2_col1_std_over_mean,0.22949992142025827,0.22949992142025827
PC5,0.04117996427744645,speed_10s_avg_stage2_col2_mean,0.03453821231987726,0.03453821231987726
PC5,0.04117996427744645,speed_10s_avg_stage2_col2_std_over_mean,-0.0533864028461246,0.0533864028461246
PC5,0.04117996427744645,speed_10s_avg_stage3_rows,-0.2802562786431854,0.2802562786431854
PC5,0.04117996427744645,speed_10s_avg_stage3_col1_mean,-0.10718687012088389,0.10718687012088389
PC5,0.04117996427744645,speed_10s_avg_stage3_col1_std_over_mean,-0.21743213241435463,0.21743213241435463
PC5,0.04117996427744645,speed_10s_avg_stage3_col2_mean,-0.04703368487773913,0.04703368487773913
PC5,0.04117996427744645,speed_10s_avg_stage3_col2_std_over_mean,-0.06969475125179762,0.06969475125179762
PC5,0.04117996427744645,speed_10s_avg_stage4_rows,-0.2144334554732069,0.2144334554732069
PC5,0.04117996427744645,speed_10s_avg_stage4_col1_mean,0.0014482468264829474,0.0014482468264829474
PC5,0.04117996427744645,speed_10s_avg_stage4_col1_std_over_mean,-0.060205890856394745,0.060205890856394745
PC5,0.04117996427744645,speed_10s_avg_stage4_col2_mean,-0.06804234385819209,0.06804234385819209
