feature,importance,dataset,run,seed
roam_early_mean,0.006306398202923328,SI206_shuffled,6,47
roam_mid_mean,0.08683710062177785,SI206_shuffled,6,47
roam_late_mean,0.016218272980364667,SI206_shuffled,6,47
roam_slope,0.057234406884621725,SI206_shuffled,6,47
speed_1s_rows,0.026721439729273395,SI206_shuffled,6,47
speed_1s_stage2_rows,0.02104926184565058,SI206_shuffled,6,47
speed_1s_stage2_col1_mean,0.016890399768837976,SI206_shuffled,6,47
speed_1s_stage2_col1_std_over_mean,0.01067949675872148,SI206_shuffled,6,47
speed_1s_stage2_col2_mean,0.016217205490802605,SI206_shuffled,6,47
speed_1s_stage2_col2_std_over_mean,0.03145605082503531,SI206_shuffled,6,47
speed_1s_stage3_rows,0.010751367516804678,SI206_shuffled,6,47
speed_1s_stage3_col1_mean,0.015563341631188792,SI206_shuffled,6,47
speed_1s_stage3_col1_std_over_mean,0.014452462210406015,SI206_shuffled,6,47
speed_1s_stage3_col2_mean,0.01735473251314371,SI206_shuffled,6,47
speed_1s_stage3_col2_std_over_mean,0.021112575782517573,SI206_shuffled,6,47
speed_1s_stage4_rows,0.005512677476365393,SI206_shuffled,6,47
speed_1s_stage4_col1_mean,0.02339551050070755,SI206_shuffled,6,47
speed_1s_stage4_col1_std_over_mean,0.015509361343914148,SI206_shuffled,6,47
speed_1s_stage4_col2_mean,0.005089310447808777,SI206_shuffled,6,47
speed_1s_stage4_col2_std_over_mean,0.017782257550465856,SI206_shuffled,6,47
speed_1s_stage5_rows,5.2580723505448804e-05,SI206_shuffled,6,47
speed_1s_stage5_col1_mean,0.024030419175333603,SI206_shuffled,6,47
speed_1s_stage5_col1_std_over_mean,0.017582340262063186,SI206_shuffled,6,47
speed_1s_stage5_col2_mean,0.01003793637685954,SI206_shuffled,6,47
speed_1s_stage5_col2_std_over_mean,0.015854129549602466,SI206_shuffled,6,47
speed_10s_avg_rows,0.02295921296968586,SI206_shuffled,6,47
speed_10s_avg_stage2_rows,0.014761480087522925,SI206_shuffled,6,47
speed_10s_avg_stage2_col1_mean,0.015760559315423993,SI206_shuffled,6,47
speed_10s_avg_stage2_col1_std_over_mean,0.006945569562611144,SI206_shuffled,6,47
speed_10s_avg_stage2_col2_mean,0.016767860487596004,SI206_shuffled,6,47
speed_10s_avg_stage2_col2_std_over_mean,0.00863978125323242,SI206_shuffled,6,47
speed_10s_avg_stage3_rows,0.00833400953101856,SI206_shuffled,6,47
speed_10s_avg_stage3_col1_mean,0.018115902809141292,SI206_shuffled,6,47
speed_10s_avg_stage3_col1_std_over_mean,0.020473839354633115,SI206_shuffled,6,47
speed_10s_avg_stage3_col2_mean,0.013064940817722321,SI206_shuffled,6,47
speed_10s_avg_stage3_col2_std_over_mean,0.03007113689468251,SI206_shuffled,6,47
speed_10s_avg_stage4_rows,0.0050033703037788025,SI206_shuffled,6,47
speed_10s_avg_stage4_col1_mean,0.016440716595244702,SI206_shuffled,6,47
speed_10s_avg_stage4_col1_std_over_mean,0.0323447677079921,SI206_shuffled,6,47
speed_10s_avg_stage4_col2_mean,0.005083653254993784,SI206_shuffled,6,47
speed_10s_avg_stage4_col2_std_over_mean,0.03307828287695159,SI206_shuffled,6,47
speed_10s_avg_stage5_rows,8.667805689583338e-06,SI206_shuffled,6,47
speed_10s_avg_stage5_col1_mean,0.023324660928474364,SI206_shuffled,6,47
speed_10s_avg_stage5_col1_std_over_mean,0.021750420042162513,SI206_shuffled,6,47
speed_10s_avg_stage5_col2_mean,0.005969853516284672,SI206_shuffled,6,47
speed_10s_avg_stage5_col2_std_over_mean,0.0102589690240108,SI206_shuffled,6,47
stage_2_frames,0.04247496860436152,SI206_shuffled,7,48
stage_3_frames,0.012227009731912273,SI206_shuffled,7,48
stage_4_frames,0.015020938783825395,SI206_shuffled,7,48
stage_5_frames,0.008809597264467417,SI206_shuffled,7,48
roam_mean,0.007357416473632481,SI206_shuffled,7,48
roam_std_over_mean,0.08164013601978722,SI206_shuffled,7,48
roam_early_mean,0.008666403442986375,SI206_shuffled,7,48
roam_mid_mean,0.07000925372669047,SI206_shuffled,7,48
roam_late_mean,0.020076363978411244,SI206_shuffled,7,48
roam_slope,0.05378728173400163,SI206_shuffled,7,48
speed_1s_rows,0.02277990582749854,SI206_shuffled,7,48
speed_1s_stage2_rows,0.017565758813097684,SI206_shuffled,7,48
speed_1s_stage2_col1_mean,0.018673097378005144,SI206_shuffled,7,48
speed_1s_stage2_col1_std_over_mean,0.013546158482608673,SI206_shuffled,7,48
speed_1s_stage2_col2_mean,0.019784415491760184,SI206_shuffled,7,48
speed_1s_stage2_col2_std_over_mean,0.03820293561672761,SI206_shuffled,7,48
speed_1s_stage3_rows,0.011978371909556808,SI206_shuffled,7,48
speed_1s_stage3_col1_mean,0.016784339036408514,SI206_shuffled,7,48
speed_1s_stage3_col1_std_over_mean,0.019618184995132206,SI206_shuffled,7,48
speed_1s_stage3_col2_mean,0.014417822125538143,SI206_shuffled,7,48
speed_1s_stage3_col2_std_over_mean,0.013469160388606878,SI206_shuffled,7,48
